LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,TotalSF,TotalBath,TotalPorchSF,YearBuildAgo,YearRemodAddAgo,GarageYrBltAgo,MoSoldAgo,BsmtFinQuality1,OverallQual_x_TotalSF,MSZoning_FV,MSZoning_RL,MSZoning_RM,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NAmes,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Foundation_CBlock,Foundation_PConc,CentralAir_Y,GarageType_Attchd,GarageType_CarPort,SaleType_New,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
59.0,4282,7,5,0.0,4,3,4,2,16.0,0.0,1375.0,5,1391,0,1391,2,1,4,5,0,0,0,2,2.0,530.0,3,3,0,156,158,0,0,0,2782.0,2.0,314,6,6,6.0,29,5.0,19474.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,12.185875040240456
85.0,14331,8,5,630.0,4,3,5,4,1274.0,0.0,526.0,5,1800,0,1800,3,1,4,7,0,1,4,3,3.0,765.0,3,3,0,270,78,0,0,0,3600.0,3.0,348,8,8,8.0,55,5.0,28800.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.652362948153474
80.0,9600,7,5,168.0,3,3,3,1,0.0,0.0,1164.0,3,1164,0,1164,3,1,3,6,0,0,0,1,2.0,528.0,3,3,0,0,0,0,0,0,2328.0,1.5,0,41,41,41.0,53,1.0,16296.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.849404844423074
82.0,12438,8,5,466.0,5,3,5,1,0.0,0.0,1234.0,5,1264,1312,2576,4,1,5,10,0,1,4,3,3.0,666.0,3,3,0,324,100,0,0,0,3810.0,2.5,424,4,4,4.0,53,1.0,30480.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,12.799178471909892
76.0,7630,5,9,0.0,3,4,4,1,0.0,0.0,360.0,4,1032,780,1812,4,2,4,8,0,1,1,1,2.0,672.0,3,3,2,344,0,40,0,0,2172.0,2.0,384,110,14,11.0,7,1.0,10860.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.849404844423074
70.0,8400,7,5,109.0,4,3,4,3,712.0,0.0,761.0,5,1484,0,1484,3,1,4,7,0,0,0,2,2.0,606.0,3,3,0,0,35,0,0,0,2957.0,3.0,179,6,5,6.0,7,5.0,20699.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.269052139516223
70.0,5600,4,5,0.0,2,2,0,0,0.0,0.0,0.0,2,372,720,1092,3,2,2,7,3,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,1092.0,2.0,0,80,60,2010.0,5,0.0,4368.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10.915106645867503
80.5,115149,7,5,351.0,3,3,4,4,1219.0,0.0,424.0,3,1824,0,1824,2,1,4,5,0,2,3,1,2.0,739.0,3,3,0,380,48,0,0,0,3467.0,3.0,428,39,8,39.0,42,5.0,24269.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.618185607609803
48.0,6240,8,5,176.0,4,3,4,1,863.0,0.0,461.0,5,1324,0,1324,2,1,4,6,0,1,4,3,2.0,550.0,3,3,0,192,38,0,0,0,2648.0,3.0,230,4,4,4.0,12,5.0,21184.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.445093483000798
65.0,9018,7,5,0.0,4,3,4,3,0.0,0.0,728.0,5,728,728,1456,3,1,4,8,0,1,4,3,2.0,400.0,3,3,0,100,24,0,0,0,2184.0,2.5,124,3,3,3.0,41,1.0,15288.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.09815887308463
72.0,7162,5,7,41.0,3,3,3,1,0.0,0.0,876.0,3,904,0,904,3,1,3,6,0,0,0,1,1.0,408.0,3,3,0,0,0,0,0,0,1780.0,1.0,0,44,44,44.0,24,1.0,8900.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,11.60733523953139
56.0,4130,3,6,0.0,4,3,3,1,0.0,0.0,270.0,4,729,0,729,2,1,3,5,5,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,999.0,1.0,0,75,7,2010.0,29,1.0,2997.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,10.859018228147887
66.0,8712,4,7,0.0,3,3,3,2,0.0,0.0,859.0,4,859,319,1178,2,1,3,7,0,0,0,2,1.0,384.0,3,3,2,68,0,98,0,0,2037.0,1.0,166,110,60,46.0,11,1.0,8148.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11.54031687156214
40.0,4671,8,5,0.0,4,3,4,2,767.0,0.0,461.0,4,1228,0,1228,2,1,4,5,0,1,4,3,2.0,472.0,3,3,0,168,120,0,0,0,2456.0,3.0,288,22,21,22.0,26,5.0,19648.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,12.149507585033072
60.0,9873,4,5,160.0,3,3,3,3,789.0,0.0,171.0,3,960,0,960,3,1,3,6,0,0,0,1,2.0,576.0,3,3,0,0,288,0,0,0,1920.0,2.0,288,40,40,40.0,55,4.0,7680.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11.767575435251748
72.0,13517,6,8,289.0,4,3,3,1,533.0,0.0,192.0,5,725,754,1479,3,1,4,6,0,0,0,2,2.0,475.0,3,3,0,0,44,0,0,0,2204.0,2.5,44,34,5,34.0,9,5.0,13224.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.779136168550774
78.0,10140,6,5,174.0,3,3,4,1,0.0,0.0,1064.0,3,1350,0,1350,3,1,3,7,0,1,3,2,2.0,478.0,3,3,0,0,0,0,0,0,2414.0,2.0,0,36,36,36.0,16,1.0,14484.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.013706813470414
60.0,10800,7,8,0.0,3,4,3,1,0.0,0.0,718.0,5,1576,978,2554,3,1,3,8,0,0,0,1,2.0,704.0,3,3,1,0,48,143,0,0,3272.0,1.5,191,120,12,14.0,41,1.0,22904.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.979805470779858
80.0,10000,5,6,0.0,3,3,4,1,1084.0,0.0,92.0,4,1178,0,1178,3,1,4,5,0,1,2,1,2.0,439.0,3,3,0,224,0,0,0,0,2354.0,2.0,224,37,10,37.0,25,3.0,11770.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.964007453736912
96.0,10542,7,5,651.0,4,3,4,4,1173.0,0.0,138.0,5,1325,1093,2418,3,1,4,9,0,1,3,2,3.0,983.0,3,3,0,250,154,216,0,0,3729.0,3.5,620,17,16,17.0,28,5.0,26103.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.739640688812674
69.0,9920,5,6,0.0,3,3,4,4,523.0,0.0,448.0,3,971,0,971,3,1,3,5,0,1,1,1,1.0,300.0,3,3,0,0,0,0,0,0,1942.0,1.5,0,41,41,41.0,55,4.0,9710.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.763691965388299
60.0,6563,8,5,0.0,4,3,4,4,1148.0,0.0,594.0,3,1742,0,1742,2,1,4,5,0,1,3,2,2.0,564.0,3,3,0,114,28,234,0,0,3484.0,3.0,376,25,25,25.0,48,5.0,27872.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,12.524530013005734
70.0,4426,6,5,169.0,4,3,4,3,662.0,0.0,186.0,5,848,0,848,1,1,4,3,0,0,0,2,2.0,420.0,3,3,0,160,0,0,0,0,1696.0,2.0,160,6,6,6.0,7,5.0,10176.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,11.870606902224587
70.0,8120,4,7,0.0,3,4,3,1,191.0,0.0,673.0,5,864,0,864,3,1,3,5,0,0,0,1,2.0,463.0,3,3,0,0,0,0,0,0,1728.0,1.0,0,40,40,16.0,17,4.0,6912.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.732069026983156
60.0,8172,4,6,0.0,3,3,3,1,0.0,0.0,941.0,5,997,473,1470,4,1,3,7,0,0,0,1,1.0,548.0,3,3,0,0,0,0,156,0,2411.0,2.0,156,56,38,52.0,31,1.0,9644.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11.813037464800539
86.0,13286,9,5,340.0,5,3,5,1,1234.0,0.0,464.0,5,1698,0,1698,3,1,5,8,0,1,4,3,3.0,768.0,3,3,0,327,64,0,0,0,3396.0,3.0,391,3,2,3.0,22,5.0,30564.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.676079399771027
60.0,6960,4,6,0.0,3,3,3,1,375.0,239.0,250.0,3,864,0,864,3,1,4,5,0,0,0,1,2.0,660.0,3,3,0,96,0,0,0,0,1728.0,1.0,96,40,40,21.0,13,4.0,6912.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.699413330633599
70.0,21695,6,9,260.0,4,4,4,1,808.0,0.0,72.0,5,1680,0,1680,3,1,4,5,0,1,4,3,2.0,540.0,3,3,0,292,44,0,0,0,2560.0,3.0,518,22,3,22.0,12,5.0,15360.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.310437165348775
64.0,7314,7,5,82.0,4,3,4,3,724.0,0.0,508.0,5,1232,0,1232,2,1,4,6,0,0,0,2,2.0,632.0,3,3,0,132,0,0,0,0,2464.0,3.0,132,3,3,3.0,22,5.0,17248.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.178192583415596
85.0,11475,5,5,95.0,3,3,3,1,0.0,0.0,1584.0,3,1776,0,1776,4,2,3,9,0,0,0,1,3.0,888.0,3,3,0,0,25,0,0,0,3360.0,3.0,25,52,52,42.0,17,1.0,16800.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,11.608244735642321
52.0,6240,4,5,0.0,3,3,3,1,152.0,0.0,628.0,3,848,0,1208,2,1,3,5,0,0,0,1,2.0,539.0,3,3,0,0,23,112,0,0,1628.0,1.0,135,85,60,48.0,23,3.0,6512.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.542493975902508
39.0,5389,8,5,0.0,4,3,4,1,1180.0,0.0,415.0,5,1616,0,1616,2,1,4,5,0,1,3,2,2.0,608.0,3,3,0,237,152,0,0,0,3211.0,3.0,389,15,14,15.0,9,5.0,25688.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,12.373707715234994
73.0,9590,7,5,442.0,4,3,5,3,786.0,0.0,82.0,5,1146,0,1146,3,1,4,6,0,1,4,3,2.0,438.0,3,3,0,160,22,0,0,0,2014.0,3.0,182,7,7,7.0,43,5.0,14098.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.141539457711714
75.0,11404,7,5,202.0,4,3,4,3,252.0,0.0,901.0,5,1153,878,2031,3,1,4,8,0,1,3,3,2.0,541.0,3,3,0,192,84,0,0,0,3184.0,2.5,276,12,11,12.0,29,4.0,22288.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.312686874960354
80.0,10000,5,6,0.0,3,3,3,1,594.0,0.0,270.0,5,1144,0,1144,3,1,3,6,0,1,3,2,1.0,264.0,3,3,0,165,0,0,0,0,2008.0,2.0,165,49,27,49.0,21,3.0,10040.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.786008995353765
72.0,8978,5,5,0.0,3,3,3,1,0.0,0.0,948.0,3,948,0,948,3,1,3,6,0,0,0,1,1.0,300.0,3,3,0,147,0,0,0,0,1896.0,1.0,147,42,42,42.0,43,1.0,9480.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,11.58989576532275
60.0,10800,7,7,0.0,3,3,4,2,390.0,0.0,490.0,2,880,888,1768,2,1,3,6,0,2,3,1,2.0,320.0,3,3,2,0,341,0,0,0,2648.0,1.5,341,96,40,96.0,50,3.5,18536.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,12.001511614739405
60.0,8544,3,4,0.0,3,3,0,0,0.0,0.0,0.0,4,1040,0,1040,2,2,3,6,0,0,0,1,2.0,400.0,3,3,0,0,0,0,0,0,1040.0,2.0,0,60,60,61.0,53,0.0,3120.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,11.44572741040675
72.0,10463,8,5,0.0,4,3,4,1,0.0,0.0,893.0,5,901,900,1801,3,1,4,8,0,1,4,3,3.0,800.0,3,3,0,0,116,0,0,0,2694.0,2.5,116,5,5,5.0,54,1.0,21552.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.3879816172226
60.0,10800,5,5,0.0,3,3,4,4,1200.0,0.0,0.0,3,1200,0,1200,3,1,3,5,0,0,0,0,0.0,0.0,0,0,0,120,0,0,0,0,2400.0,6.0,120,23,22,2010.0,21,5.0,12000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,12.095146671399466
65.0,9313,7,5,0.0,4,3,4,1,0.0,0.0,864.0,5,864,864,1728,3,1,4,7,0,0,0,2,2.0,572.0,3,3,0,187,56,0,0,0,2592.0,2.5,243,6,6,6.0,20,1.0,18144.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.154784614286667
60.0,9600,5,7,0.0,3,4,2,1,0.0,0.0,264.0,5,768,664,1432,2,1,3,7,0,0,0,1,2.0,360.0,3,4,0,270,0,112,0,0,1696.0,2.0,382,100,8,100.0,43,1.0,8480.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,11.790564777297387
65.0,6768,6,8,0.0,3,4,3,2,832.0,0.0,80.0,4,912,0,912,3,1,4,5,0,0,0,1,1.0,288.0,3,3,0,168,0,0,0,0,1824.0,2.5,168,49,14,48.0,31,5.0,10944.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11.863589378812122
65.0,8450,7,5,108.0,3,3,4,1,0.0,0.0,1349.0,5,1349,0,1349,3,1,3,6,0,0,0,1,2.0,539.0,3,3,0,120,55,0,0,0,2698.0,2.0,175,10,9,10.0,36,1.0,18886.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.095146671399466
70.0,12886,5,6,0.0,3,3,4,3,444.0,0.0,76.0,5,1464,0,1464,3,1,3,6,1,1,3,2,2.0,480.0,3,3,0,302,0,0,100,0,1984.0,2.5,402,47,11,13.0,14,4.0,9920.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,12.07254696717504
41.0,5395,8,5,0.0,4,3,4,1,733.0,0.0,604.0,4,1337,0,1337,2,1,4,5,0,1,3,2,2.0,462.0,3,3,0,96,0,70,0,0,2674.0,3.0,334,17,17,17.0,26,5.0,21392.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,12.100717685412471
80.0,8963,8,9,289.0,5,4,3,1,575.0,80.0,487.0,5,1175,1540,2715,4,1,4,11,0,2,3,3,2.0,831.0,3,3,0,0,204,0,0,0,3857.0,4.0,204,34,14,16.0,29,5.0,30856.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,12.61087420020211
64.0,8795,7,5,0.0,4,3,4,1,300.0,0.0,652.0,5,980,1276,2256,4,1,4,8,0,1,3,3,2.0,554.0,3,3,0,224,54,0,0,0,3208.0,2.5,278,10,10,10.0,20,5.0,22456.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.371591321286905
65.0,11700,7,7,0.0,4,3,3,1,0.0,0.0,1240.0,3,1320,1320,2640,4,1,4,8,0,1,4,1,4.0,864.0,3,3,2,181,0,386,0,0,3880.0,1.5,567,130,7,60.0,19,1.0,27160.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,12.491176396967154
59.0,10593,7,5,338.0,4,3,4,1,919.0,0.0,801.0,5,1720,0,1720,3,1,4,7,0,1,3,3,2.0,527.0,3,3,0,240,56,154,0,0,3440.0,3.0,450,14,14,14.0,9,5.0,24080.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.469978029554953
50.0,8405,4,3,0.0,3,3,0,0,0.0,0.0,0.0,3,1088,441,1529,4,1,3,9,3,0,0,1,1.0,240.0,3,3,2,92,0,185,0,0,1529.0,2.0,277,65,60,65.0,20,0.0,6116.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.49273296168228
55.0,8800,4,7,0.0,3,3,3,1,0.0,0.0,576.0,4,792,348,1140,3,1,3,7,1,0,0,0,0.0,0.0,0,0,2,0,160,0,0,0,1716.0,1.0,160,100,6,2010.0,6,1.0,6864.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.477308649967686
64.0,7750,7,5,0.0,4,3,4,1,0.0,0.0,660.0,5,660,660,1320,3,1,4,6,0,0,0,3,2.0,400.0,3,3,0,0,48,0,0,0,1980.0,2.5,48,7,7,7.0,40,1.0,13860.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,11.995357787034976
79.0,9236,6,5,0.0,3,4,4,4,1200.0,0.0,279.0,5,1494,0,1494,3,1,4,6,0,0,0,2,2.0,576.0,3,3,0,168,27,0,0,0,2973.0,3.0,195,13,13,13.0,53,5.0,17838.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.28765724080691
80.0,10240,8,5,178.0,4,3,4,2,0.0,0.0,1030.0,4,1038,1060,2098,3,1,5,8,0,1,4,2,3.0,878.0,3,3,0,192,52,0,0,0,3128.0,2.5,244,5,5,5.0,57,1.0,25024.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.526346537332584
61.0,7930,6,8,0.0,3,3,3,1,439.0,472.0,115.0,4,1026,0,1026,3,1,4,5,0,0,0,2,2.0,440.0,3,3,0,171,48,0,0,0,2052.0,2.0,219,41,5,41.0,17,5.0,12312.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.957617696467539
34.0,3230,6,5,894.0,3,3,4,1,381.0,0.0,348.0,4,742,729,1471,3,1,3,6,0,0,0,1,2.0,440.0,3,3,0,0,24,0,0,0,2200.0,2.5,24,11,11,11.0,21,5.0,13200.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,12.058158312538197
68.0,10769,8,5,0.0,4,3,4,3,20.0,0.0,846.0,5,866,902,1768,3,1,4,7,0,0,0,2,2.0,578.0,3,3,0,144,105,0,0,0,2634.0,2.5,249,3,3,3.0,20,5.0,21072.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.264346270624157
72.0,11616,6,5,328.0,3,3,3,2,438.0,0.0,234.0,3,672,714,1386,3,1,3,6,0,1,3,3,2.0,440.0,3,3,0,335,0,0,0,0,2058.0,2.5,335,32,32,32.0,8,3.5,12348.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,11.97603664577121
24.0,2280,7,5,360.0,3,3,4,1,549.0,0.0,195.0,4,757,744,1501,3,1,3,6,0,0,0,1,2.0,440.0,3,3,0,0,0,0,0,0,2245.0,2.5,0,11,11,11.0,28,4.0,15715.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,12.097378802727306
65.0,12257,8,5,513.0,4,3,4,3,56.0,64.0,1198.0,5,1328,1203,2531,4,1,4,9,0,1,3,2,3.0,752.0,3,3,0,222,98,0,0,0,3849.0,2.5,320,15,15,15.0,37,2.0,30792.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.577639650232573
70.0,9100,6,6,0.0,3,3,3,1,612.0,0.0,252.0,5,864,0,864,2,1,3,5,0,0,0,1,1.0,300.0,5,5,0,0,0,0,0,0,1728.0,1.0,0,51,51,2.0,14,3.5,10368.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.755879486687116
60.0,6911,5,5,0.0,3,3,3,2,405.0,0.0,740.0,3,1301,0,1301,2,1,2,5,2,0,0,1,2.0,440.0,3,3,0,0,0,0,0,0,2446.0,1.0,0,86,60,45.0,14,2.0,12230.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11.51293546492023
72.0,8640,7,5,0.0,3,3,4,2,24.0,0.0,732.0,5,764,783,1547,3,1,4,7,0,0,0,1,2.0,614.0,3,3,0,169,45,0,0,0,2303.0,2.5,214,1,1,1.0,6,5.0,16121.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,12.279327754099118
82.0,9430,8,5,673.0,4,3,4,2,1163.0,0.0,89.0,5,1268,1097,2365,3,1,4,8,0,1,4,2,3.0,856.0,3,3,0,0,128,0,180,0,3617.0,3.5,308,11,11,11.0,17,5.0,28936.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.727841176689147
30.0,9549,8,5,0.0,4,4,4,3,437.0,1057.0,0.0,5,1494,0,1494,2,1,5,6,0,1,4,3,2.0,481.0,3,3,0,0,30,0,216,0,2988.0,2.5,246,15,14,15.0,56,2.0,23904.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.506180941677357
75.0,14587,9,5,284.0,4,3,4,1,0.0,0.0,1498.0,5,1506,0,1506,2,1,5,6,0,1,4,3,2.0,592.0,3,3,0,0,174,0,0,0,3004.0,2.0,174,2,2,2.0,28,1.0,27036.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.484208043148733
80.0,10421,7,5,42.0,3,3,4,1,394.0,0.0,586.0,3,980,734,1714,3,1,3,7,0,1,3,1,2.0,496.0,3,3,0,228,66,156,0,0,2694.0,2.5,450,22,22,22.0,9,5.0,18858.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.188422799337028
75.0,12508,6,7,0.0,3,3,4,2,660.0,0.0,323.0,5,983,767,1750,4,1,3,7,3,0,0,1,1.0,423.0,3,3,0,245,0,156,0,0,2733.0,3.0,401,70,25,21.0,29,4.0,16398.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.982935344196433
70.0,9100,7,5,0.0,4,3,4,1,24.0,0.0,1836.0,5,1836,0,1836,3,1,4,8,0,1,4,3,2.0,484.0,3,3,0,120,33,0,0,0,3696.0,2.0,153,6,5,6.0,50,5.0,25872.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.28690580994122
47.0,53504,8,5,603.0,5,3,4,4,1416.0,0.0,234.0,5,1690,1589,3279,4,1,5,12,3,1,4,3,3.0,841.0,3,3,0,503,36,0,210,0,4929.0,4.5,749,7,7,7.0,6,4.0,39432.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,13.195615697878253
72.0,7252,5,5,0.0,3,3,4,3,685.0,0.0,173.0,3,858,0,858,2,1,3,5,0,0,0,1,2.0,576.0,3,3,0,120,0,0,0,0,1716.0,2.0,120,28,28,27.0,20,5.0,8580.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11.812296455066814
67.0,8877,4,5,0.0,3,3,2,1,836.0,0.0,0.0,3,1220,0,1220,2,1,3,6,0,0,0,1,2.0,396.0,3,3,0,0,0,0,0,0,2056.0,1.0,0,59,59,59.0,56,2.0,8224.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.532737896139919
94.0,7819,6,5,0.0,3,3,3,3,422.0,127.0,480.0,3,1117,0,1117,3,1,3,6,0,1,3,1,2.0,672.0,3,3,0,144,0,0,0,0,2146.0,2.0,144,34,34,34.0,9,4.0,12876.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,11.580593459194764
70.0,10150,5,5,1.0,3,3,3,1,456.0,0.0,456.0,5,912,0,912,2,1,3,5,0,0,0,2,1.0,275.0,3,3,0,0,0,0,0,0,1824.0,1.0,0,52,52,52.0,41,3.5,9120.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.648338835562747
110.0,14226,8,5,375.0,4,3,4,3,0.0,0.0,1935.0,4,1973,0,1973,3,1,4,9,0,1,4,3,3.0,895.0,3,3,0,315,45,0,0,0,3908.0,2.0,360,4,4,4.0,41,1.0,31264.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.886643575525625
32.0,4500,6,5,320.0,3,3,5,1,866.0,0.0,338.0,5,1204,0,1204,2,1,3,5,0,0,0,3,2.0,412.0,3,3,0,0,247,0,0,0,2408.0,3.0,247,12,12,12.0,18,5.0,14448.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,11.995357787034976
86.0,11210,7,5,240.0,4,3,4,3,20.0,0.0,1594.0,5,1614,0,1614,3,1,4,7,0,0,0,2,3.0,865.0,3,3,0,144,59,0,0,0,3228.0,2.0,203,5,4,5.0,53,5.0,22596.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.308182383129823
100.0,13350,5,5,0.0,3,3,3,1,762.0,0.0,102.0,3,894,0,894,3,1,3,5,0,1,2,1,2.0,440.0,3,3,0,241,0,0,0,0,1758.0,2.0,241,36,36,36.0,54,4.0,8790.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.86710429621008
60.0,8400,5,5,320.0,3,3,0,0,0.0,0.0,0.0,3,2020,0,2020,4,2,3,10,0,2,3,1,2.0,630.0,3,3,0,0,0,0,0,0,2020.0,2.0,0,33,33,33.0,38,0.0,10100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.87757552297847
